ID;FECHA;TORNEO;MODALIDAD
1669926951;2022-11-30;MIERCOLES - 30/11/22;MEDAL
521120675;2022-11-26;BIALYSTOK - 26/11/22;MEDAL
1669155101;2022-11-22;MARTES - 22/11/22;MEDAL
-39121014;2022-11-21;SCAUSO S.R.L - 21/11/22;MEDAL
1668792281;2022-11-18;VIERNES - 18/11/22;MEDAL
956180312;2022-11-17;JUEVES - 17/11/22;MEDAL
1511578263;2022-11-15;MARTES - 15/11/22;MEDAL
1519768939;2022-11-12;CLASIFICATORIO CARDON CATEGORIAS;MEDAL
-990320873;2022-11-12;CARDON - 12/11/22;MEDAL
1668102890;2022-11-10;JUEVES - 10/11/22;MEDAL
816478199;2022-11-09;MIERCOLES - 09/11/22;MEDAL
448490080;2022-11-08;MARTES - 08/11/22;MEDAL
-530600558;2022-11-05;CORTINADOS PAEZ;MEDAL
641111978;2022-11-04;VIERNES - 04/11/22;MEDAL
-1379975538;2022-11-03;JUEVES - 03/11/22;MEDAL
-173586552;2022-11-02;MIERCOLES - 02/11/22;MEDAL
1667336474;2022-11-01;MARTES - 01/11/22;MEDAL
1666898581;2022-10-29;ULTIMOS 18 HOYOS / SAPUTO;MEDAL
1666367077;2022-10-28;SAPUTO;MEDAL
1666295426;2022-10-20;JUEVES - 20/10/22;MEDAL
1665772327;2022-10-15;BARRA DE LOS JUEVES - 15/10/22;FOUR BALL 3/8
597022147;2022-10-13;JUEVES - 13/10/22;MEDAL
1665345188;2022-10-10;T.C.D LUNES 10 DE OCTUBRE;MEDAL
1664909007;2022-10-04;MARTES - 04/10/22;MEDAL
646341871;2022-10-01;42° DE LAS BOLSAS;MEDAL
-10832300;2022-09-24;VENERANDA - 24/09/22;MEDAL
1663346685;2022-09-17;GARDU;MEDAL
1663273154;2022-09-15;JUEVES - 15/09/22;MEDAL
1663185128;2022-09-14;MIERCOLES - 14/09/22;MEDAL
1662737455;2022-09-10;SAN MIGUEL;MEDAL
1137220553;2022-09-09;VIERNES - 09/09/22;MEDAL
1950701183;2022-09-08;JUEVES - 08/09/22;MEDAL
1933730571;2022-09-07;MIERCOLES - 07/09/22;MEDAL
1662493037;2022-09-06;MARTES - 06/09/22;MEDAL
-1792626621;2022-09-04;LAGUNEADA 2° FECHA;MEDAL
2127728208;2022-09-03;5° FECHA COPA CIUDAD DE VILLA NUEVA;MEDAL
1661473969;2022-08-27;MANAGRO - 27/08/22;MEDAL
1373847185;2022-08-26;VIERNES - 26/08/22;MEDAL
1372291741;2022-08-24;MIERCOLES - 24/08/22;MEDAL
77076317;2022-08-20;DE LAS BOCHAS - 20/08/22;MEDAL
1660766183;2022-08-17;MIERCOLES - 17/08/22;MEDAL
1660491874;2022-08-14;DOMINGO - 14/08/22;MEDAL
274692570;2022-08-13;MANAGRO - 13/08/22;MEDAL
628292501;2022-08-07;DOMINGO - 07/08/22;MEDAL
1659713348;2022-08-06;4° FECHA CIRCUITO COPA CIUDAD DE VILLA NUEVA;MEDAL
1659731551;2022-08-05;VIERNES - 05/08/22;MEDAL
1659640268;2022-08-04;JUEVES - 04/08/22;MEDAL
1659547850;2022-08-03;MIERCOLES - 03/08/22;MEDAL
1659134552;2022-07-30;3° FECHA COPA CIUDAD DE VILLA NUEVA;MEDAL
1659112251;2022-07-30;5° DEL CHOCOLATE;MEDAL
91671793;2022-07-29;VIERNES - 29/07/22;MEDAL
1659037230;2022-07-28;JUEVES - 28/07/22;MEDAL
1658948867;2022-07-27;MIERCOLES - 27/07/22;MEDAL
1658860144;2022-07-26;MARTES - 26/07/22;MEDAL
-1415456371;2022-07-23;GPO. ASEGURADOR LA SEGUNDA;MEDAL
1658512188;2022-07-22;VIERNES - 22/07/22;MEDAL
193074047;2022-07-17;DOMINGO - 17/07/22;MEDAL
1657926726;2022-07-16;VACACIONES - 16/07/22;MEDAL
1657918227;2022-07-15;VIERNES - 15/07/22;MEDAL
-925640045;2022-07-14;JUEVES - 14/07/22;MEDAL
1086718755;2022-07-13;MIERCOLES - 13/07/22;MEDAL
1657651481;2022-07-12;MARTES - 12/07/22;MEDAL
1657470269;2022-07-10;DOMINGO - 10/07/22;MEDAL
411358214;2022-07-09;BARRA DE LOS MIERCOLES - 09/07/22;MEDAL
1657300025;2022-07-08;VIERNES - 08/07/22;MEDAL
1657045877;2022-07-05;MARTES - 05/07/22;MEDAL
1656813627;2022-07-03;DOMINGO - 03/07/22;MEDAL
1337363249;2022-07-02;SAMARAN SUITES;MEDAL
1656688877;2022-07-01;VIERNES - 01/07/22;MEDAL
1656696831;2022-06-30;JUEVES - 30/06/22;MEDAL
1656434417;2022-06-28;MARTES - 28/06/22;MEDAL
1975590680;2022-06-25;LORES DEL GOLF - 25/06/22;MEDAL
-1158859887;2022-06-20;DIA DE LA BANDERA - 20/06/22;MEDAL
905837559;2022-06-18;DOS DE COPAS - 18/06/22;MEDAL
1655313436;2022-06-15;MIERCOLES - 15/06/22;MEDAL
2132111218;2022-06-14;MARTES - 14/06/22;MEDAL
620767553;2022-06-12;DOMINGO - 12/06/22;MEDAL
1654816467;2022-06-11;2° FECHA COPA CIUDAD DE VILLA NUEVA;MEDAL
1654800951;2022-06-09;JUEVES - 09/06/22;MEDAL
1654626888;2022-06-07;MARTES - 07/06/22;MEDAL
1654275750;2022-06-04;SARMIENTO MATERIALES - 04/06/22;MEDAL
1654199192;2022-06-02;JUEVES - 02/06/22;MEDAL
1654110196;2022-06-01;MIERCOLES - 01/06/22;MEDAL
1653843773;2022-05-29;DOMINGO - 29/05/22;MEDAL
-466489722;2022-05-28;LUCAS GOLF - 28/05/22;MEDAL
1653410198;2022-05-25;DIA DE LA PATRIA - 25/05/22;FOUR BALL AMERICANA
1549803064;2022-05-21;1° FECHA COPA CIUDAD DE VILLA NUEVA;MEDAL
1653062797;2022-05-20;VIERNES - 20/05/22;MEDAL
1652813481;2022-05-17;MARTES - 17/05/22;MEDAL
690535753;2022-05-15;DOMINGO - 15/05/22;MEDAL
972352206;2022-05-14;BANCO GALICIA - 14/05/22;MEDAL
-2102984363;2022-05-07;GRUPO BOTRE TROMEN;MEDAL
-1627329393;2022-05-06;VIERNES - 06/05/22;MEDAL
800937319;2022-05-05;JUEVES - 05/05/22;MEDAL
1731201413;2022-05-04;MIERCOLES - 04/05/22;MEDAL
1651605274;2022-05-03;MARTES - 03/05/22;MEDAL
-902720168;2022-04-30;RANCO MATERIALES - 30/04/22;MEDAL
-327687307;2022-04-29;VIERNES - 29/04/22;MEDAL
1651084756;2022-04-28;JUEVES - 28/04/22;MEDAL
1651080587;2022-04-27;MIERCOLES - 27/04/22;MEDAL
1651001779;2022-04-26;MARTES - 26/04/22;MEDAL
311191189;2022-04-23;TODO RUEDAS;MEDAL
-335667249;2022-04-22;VIERNES - 22/04/22;MEDAL
1650556748;2022-04-21;JUEVES - 21/04/22;MEDAL
1650471430;2022-04-20;MIERCOLES - 20/04/22;MEDAL
1650384193;2022-04-19;MARTES - 19/04/22;MEDAL
1650210597;2022-04-17;DOMINGO - 17/04/22;MEDAL
-2054238402;2022-04-16;MEDAL PLAY ITAL;MEDAL
1649873285;2022-04-13;MIERCOLES - 13/04/22;MEDAL
1649432006;2022-04-09;CLASIFICATORIO POR PAREJAS ITAL;FOUR BALL 3/8
1776206470;2022-04-08;VIERNES - 08/04/22;MEDAL
-726769124;2022-04-07;JUEVES - 07/04/22;MEDAL
-1784306592;2022-04-06;MIERCOLES - 06/04/22;MEDAL
1649173783;2022-04-05;MARTES - 05/04/22;MEDAL
-267639635;2022-04-02;LONDON INDUMENTARIA - 02/04/22;MEDAL
1648840177;2022-04-01;VIERNES - 01/04/22;MEDAL
1648661174;2022-03-30;MIERCOLES - 30/03/22;MEDAL
-1196975954;2022-03-27;DOMINGO - 27/03/22;MEDAL
-1974762480;2022-03-26;HOWARD JHONSON - 26/03/22;MEDAL
1307576823;2022-03-24;DE LA MEMORIA;MEDAL
-1851235381;2022-03-19;COMISION DIRECTIVA - 19/03/22;MEDAL
316260737;2022-03-16;MIERCOLES - 16/03/22;MEDAL
1647376466;2022-03-15;MARTES - 15/03/22;MEDAL
-5114263;2022-03-12;MEJORES 18 HOYOS / 5 Y 12 DE MARZO;MEDAL
-1685194488;2022-03-11;PATO PAMPA / 36 HOYOS;MEDAL
380174482;2022-03-10;JUEVES - 10/03/22;MEDAL
479324625;2022-03-09;MIERCOLES - 09/03/22;MEDAL
1646777477;2022-03-08;MARTES - 08/03/22;MEDAL
1646773981;2022-03-08;DE DAMAS DIA DE LA MUJER;MEDAL
-330624011;2022-02-28;LUNES - 28/02/22;MEDAL
698408345;2022-02-26;COMISION DIRECTIVA - 26/02/22;MEDAL
713599736;2022-02-25;VIERNES - 25/02/22;MEDAL
-327772820;2022-02-22;MARTES - 22/02/22;MEDAL
1696967986;2022-02-20;DOMINGO - 20/02/22;MEDAL
1645218905;2022-02-19;COMISION DIRECTIVA - 19/02/22;MEDAL
1645131548;2022-02-17;JUEVES - 17/02/22;MEDAL
302355902;2022-02-16;MIERCOLES - 16/02/22;MEDAL
1721877125;2022-02-15;MARTES - 15/02/22;MEDAL
-2056051012;2022-02-13;DOMINGO - 13/02/22;MEDAL
534324215;2022-02-12;COMISION DIRECTIVA - 12/02/22;MEDAL
105234620;2022-02-10;JUEVES - 10/02/22;MEDAL
-879374822;2022-02-09;MIERCOLES - 09/02/22;MEDAL
-549372065;2022-02-08;MARTES - 08/02/22;MEDAL
1440406809;2022-02-06;DOMINGO - 06/02/22;MEDAL
-1081497979;2022-02-05;COMISION DIRECTIVA - 05/02/22;MEDAL
1737766676;2022-02-04;VIERNES - 04/02/22;MEDAL
-1038865652;2022-02-03;JUEVES - 03/02/22;MEDAL
1643827792;2022-02-02;MIERCOLES - 02/02/22;MEDAL
1643739619;2022-02-01;MARTES - 01/02/22;MEDAL
207362712;2022-01-29;4° FECHA HOUSE FRIEND / PREGO;MEDAL
1643389146;2022-01-28;VIERNES - 28/01/22;MEDAL
2098474903;2022-01-26;MIERCOLES - 26/01/22;MEDAL
1643131867;2022-01-25;MARTES - 25/01/22;MEDAL
-1646000020;2022-01-22;3° FECHA / HOUSE FRIEND / PREGO;MEDAL
125441496;2022-01-20;JUEVES - 20/01/22;MEDAL
552623595;2022-01-19;MIERCOLES - 19/01/22;MEDAL
1344510114;2022-01-18;MARTES - 18/01/22;MEDAL
-587173349;2022-01-16;DOMINGO - 16/01/22;MEDAL
1048650912;2022-01-15;2° FECHA / HOUSE FRIEND / PREGO;MEDAL
1641749156;2022-01-09;DOMINGO - 09/01/22;MEDAL
823956967;2022-01-08;1° FECHA / HOUSE FRIEND / PREGO;MEDAL
1641571627;2022-01-07;VIERNES - 07/01/22;MEDAL
1641316989;2022-01-04;MARTES - 04/01/22;MEDAL
-90745717;2022-01-02;COMA / TIENDA DE CONGELADOS;MEDAL
-426958630;2021-12-31;VIERNES - 31/12/21;MEDAL
1640886043;2021-12-30;JUEVES - 30/12/21;MEDAL
201478320;2021-12-29;MIERCOLES - 29/12/21;MEDAL
1640710053;2021-12-28;MARTES - 28/12/21;MEDAL
-1409443040;2021-12-26;NAVIDEÑO;MEDAL
1640362435;2021-12-24;VIERNES - 24/12/21;MEDAL
1960712380;2021-12-23;JUEVES - 23/12/21;MEDAL
1640119618;2021-12-21;MARTES - 21/12/21;MEDAL
1862282691;2021-12-19;DOMINGO - 19/12/21;MEDAL
-337177946;2021-12-18;CLAUSURA / ROENTGEN;MEDAL
971636960;2021-12-17;VIERNES - 17/12/21;MEDAL
-1352457111;2021-12-16;JUEVES - 16/12/21;MEDAL
1639591988;2021-12-15;MIERCOLES - 15/12/21;MEDAL
1639503377;2021-12-14;MARTES - 14/12/21;MEDAL
1639330730;2021-12-12;DOMINGO - 12/12/21;MEDAL
-278586972;2021-12-11;BARRA DE LOS JUEVES - 11/12/21;FOUR BALL 3/8
1639156454;2021-12-10;VIERNES - 10/12/21;MEDAL
2077341252;2021-12-09;JUEVES - 09/12/21;MEDAL
-1091542006;2021-12-08;CAPITAN;MEDAL
-1780731977;2021-12-07;MARTES - 07/12/21;MEDAL
1324132777;2021-12-05;DOMINGO - 05/12/21;MEDAL
1532237498;2021-12-04;VENERANDA - 04/12/21;MEDAL
-549482324;2021-12-03;VIERNES - 03/12/21;MEDAL
-217269291;2021-12-02;JUEVES - 02/12/21;MEDAL
1638382045;2021-12-01;MIERCOLES - 01/12/21;MEDAL
1638382948;2021-11-30;MARTES - 30/11/21;MEDAL
885123677;2021-11-27;ITAL - 27/11/21;MEDAL
-628916793;2021-11-25;JUEVES - 25/11/21 - 01;MEDAL
992090365;2021-11-25;JUEVES - 25/11/21 - 02;MEDAL
1587079579;2021-11-24;MIERCOLES - 24/11/21;MEDAL
1637711679;2021-11-24;6° FEDERATIVO DE DAMAS 2021;MEDAL
1637695577;2021-11-23;MARTES - 23/11/21;MEDAL
1637597330;2021-11-22;ITAL - 22/11/21;MEDAL
1637464988;2021-11-21;ITAL PAREJAS;FOUR BALL 3/8
1719945705;2021-11-20;CAMPEONATO POR PAREJAS / ITAL CAFE - 20/11/21;FOUR BALL 3/8
564366154;2021-11-20;ITAL - 20/11/21;MEDAL
-1333407708;2021-11-19;VIERNES - 19/11/21;MEDAL
1637256203;2021-11-18;JUEVES - 18/11/21;MEDAL
-994555582;2021-11-17;MIERCOLES - 17/11/21;MEDAL
1835794924;2021-11-16;MARTES - 16/11/21;MEDAL
1636743935;2021-11-13;LORES DEL GOLF - 13/11/21;MEDAL
-1397216000;2021-11-12;VIERNES - 12/11/21;MEDAL
-326514378;2021-11-11;JUEVES - 11/11/21;MEDAL
1125130680;2021-11-10;MIERCOLES - 10/11/21;MEDAL
1870858960;2021-11-09;MARTES - 09/11/21;MEDAL
1636131436;2021-11-06;PAEZ AMOBLAMIENTOS PARA OFICINA;MEDAL
1723474500;2021-11-05;VIERNES - 05/11/21;MEDAL
1636043556;2021-11-04;JUEVES - 04/11/21;MEDAL
-1447533876;2021-11-03;MIERCOLES - 03/11/21;MEDAL
1635887994;2021-11-02;MARTES - 02/11/21;MEDAL
1635701596;2021-10-31;DOMINGO - 31/10/21;MEDAL
461454304;2021-10-30;ALDO F BENITO E HIJOS.;MEDAL
-1763828293;2021-10-29;VIERNES - 29/10/21;MEDAL
1635434725;2021-10-28;JUEVES - 28/10/21;MEDAL
1635353300;2021-10-27;MIERCOLES - 27/10/21;MEDAL
1635261876;2021-10-26;MARTES - 26/10/21;MEDAL
188178548;2021-10-19;MARTES - 19/10/21;MEDAL
282677166;2021-10-18;LUNES - 18/10/21;MEDAL
888327951;2021-10-16;ALMA INQUIETA / HOME;MEDAL
1634310713;2021-10-15;VIERNES - 15/10/21;MEDAL
1634229974;2021-10-14;JUEVES - 14/10/21;MEDAL
1634140392;2021-10-13;MIERCOLES - 13/10/21;MEDAL
1634052351;2021-10-12;MARTES - 12/10/21;MEDAL
-598981646;2021-10-11;SCAUSO S.R.L / FINAL;MEDAL
-33623772;2021-10-09;DEL CLUB CLASIFICATORIO / CATEGORIAS;MEDAL
1633719951;2021-10-09;DEL CLUB CLASIFICATORIO SCRATCH;MEDAL
1423172924;2021-10-09;SCAUSO S.R.L - 09/10/21;MEDAL
540793387;2021-10-08;VIERNES - 08/10/21;MEDAL
359604508;2021-10-07;JUEVES - 07/10/21;MEDAL
408482251;2021-10-06;MIERCOLES - 06/10/21;MEDAL
1633226032;2021-10-03;BOLSAS ULTIMOS 18;MEDAL
860461494;2021-10-02;41° DE LAS BOLSAS;MEDAL
802618060;2021-09-30;JUEVES - 30/09/21;MEDAL
795205214;2021-09-29;MIERCOLES - 29/09/21;MEDAL
1632848026;2021-09-28;MARTES - 28/09/21;MEDAL
-274957242;2021-09-27;LUCAS GOLF - 27/09/21;MEDAL
-761494144;2021-09-26;DOMINGO - 26/09/21;MEDAL
-1949475877;2021-09-25;TORASSO DECISIONES INMOBILIARIAS;MEDAL
-1997456091;2021-09-24;VIERNES - 24/09/21;MEDAL
-981954817;2021-09-23;JUEVES - 23/09/21;MEDAL
1752489333;2021-09-22;MIERCOLES - 22/09/21;MEDAL
1028714290;2021-09-19;DOMINGO - 19/09/21;MEDAL
887937335;2021-09-18;HOWARD JHONSON - 18/09/21;MEDAL
-232124735;2021-09-15;MIERCOLES - 15/09/21;MEDAL
1631644305;2021-09-14;MARTES - 14/09/21;MEDAL
1631462000;2021-09-12;DOMINGO - 12/09/21;MEDAL
-260209156;2021-09-11;DOS DE COPAS - 11/09/21;MEDAL
-1996120633;2021-09-10;VIERNES - 10/09/21;MEDAL
-725022610;2021-09-08;MIERCOLES - 08/09/21;MEDAL
-1929588674;2021-09-07;MARTES - 07/09/21;MEDAL
1630807619;2021-09-05;COMISION DIRECTIVA - 05/09/21;MEDAL
-640831453;2021-09-04;PREGO;MEDAL
1698236818;2021-09-03;VIERNES - 03/09/21;MEDAL
517713939;2021-09-01;MIERCOLES - 01/09/21;MEDAL
-2022308061;2021-08-31;MARTES - 31/08/21;MEDAL
-1812701427;2021-08-28;BELLO EXPORT TECHTONE;MEDAL
91516604;2021-08-27;VIERNES - 27/08/21;MEDAL
1261525009;2021-08-26;JUEVES - 26/08/21;MEDAL
-1124341411;2021-08-25;MIERCOLES - 25/08/21;MEDAL
-1543345657;2021-08-24;MARTES - 24/08/21;MEDAL
574806827;2021-08-21;CARDON - 21/08/21;MEDAL
1629394557;2021-08-19;JUEVES - 19/08/21;MEDAL
-399743252;2021-08-18;MIERCOLES - 18/08/21;MEDAL
-1067906521;2021-08-16;LUNES - 16/08/21;MEDAL
1042665149;2021-08-15;DOMINGO - 15/08/21;MEDAL
-770181863;2021-08-14;SABADO - 14/08/21;MEDAL
853569341;2021-08-13;VIERNES - 13/08/21;MEDAL
1628784681;2021-08-12;JUEVES - 12/08/21;MEDAL
-933850375;2021-08-11;MIERCOLES - 11/08/21;MEDAL
-643745211;2021-08-10;MARTES - 10/08/21;MEDAL
1628439379;2021-08-08;DOMINGO - 08/08/21;MEDAL
-467848942;2021-08-07;SABADO - 07/08/21;MEDAL
-1762359072;2021-08-05;JUEVES - 05/08/21;MEDAL
-1041481331;2021-08-04;MIERCOLES - 04/08/21;MEDAL
-586103521;2021-08-03;MARTES - 03/08/21;MEDAL
-1109570322;2021-08-01;DOMINGO - 01/08/21;MEDAL
-1197360230;2021-07-31;SABADO - 31/07/21;MEDAL
662328851;2021-07-30;VIERNES - 30/07/21;MEDAL
-508108731;2021-07-29;JUEVES - 29/07/21;MEDAL
1627494627;2021-07-28;MIERCOLES - 28/07/21;MEDAL
2106245435;2021-07-27;MARTES - 27/07/21;MEDAL
149839473;2021-07-25;DOMINGO - 25/07/21;MEDAL
852368633;2021-07-24;SABADO - 24/07/21;MEDAL
1627055064;2021-07-23;VIERNES - 23/07/21;MEDAL
604859225;2021-07-22;JUEVES - 22/07/21;MEDAL
1626800597;2021-07-20;MARTES - 20/07/21;MEDAL
1626625389;2021-07-18;DOMINGO - 18/07/21;MEDAL
1791555322;2021-07-17;SABADO - 17/07/21;MEDAL
1626366366;2021-07-15;JUEVES - 15/07/21;MEDAL
1626282154;2021-07-14;MIERCOLES - 14/07/21;MEDAL
1626194841;2021-07-13;MARTES - 13/07/21;MEDAL
1625867296;2021-07-10;SABADO - 10/07/21;MEDAL
-1348661508;2021-07-09;VIERNES - 09/07/21;MEDAL
-126523714;2021-07-07;MIERCOLES - 07/07/21;MEDAL
1805647028;2021-07-06;MARTES - 06/07/21;MEDAL
919646711;2021-07-03;SABADO - 03/07/21;MEDAL
-718153502;2021-07-02;VIERNES - 02/07/21;MEDAL
1625155192;2021-07-01;JUEVES - 01/07/21;MEDAL
149556431;2021-06-30;MIERCOLES - 30/06/21;MEDAL
1624641085;2021-06-27;DOMINGO - 27/06/21;MEDAL
1624638300;2021-06-26;SABADO - 26/06/21;MEDAL
1622823403;2021-06-04;VIERNES - 04/06/21;MEDAL
1622735650;2021-06-03;JUEVES - 03/06/21;MEDAL
1622648945;2021-06-02;MIERCOLES - 02/06/21;MEDAL
2051331826;2021-06-01;MARTES - 01/06/21;MEDAL
1621530796;2021-05-20;JUEVES - 20/05/21;MEDAL
-170000084;2021-05-19;MIERCOLES - 19/05/21;MEDAL
-1147496767;2021-05-18;MARTES - 18/05/21;MEDAL
1621013900;2021-05-15;SABADO - 15/05/21;MEDAL
1135452502;2021-05-14;VIERNES - 14/05/21;MEDAL
-742336544;2021-05-13;JUEVES - 13/05/21;MEDAL
1620838451;2021-05-12;MIERCOLES - 12/05/21;MEDAL
1620752009;2021-05-11;MARTES - 11/05/21;MEDAL
1620573856;2021-05-09;DOMINGO - 09/05/21;MEDAL
1620415847;2021-05-08;SABADO - 08/05/21;MEDAL
-1732704031;2021-05-07;VIERNES - 07/05/21;MEDAL
169163835;2021-05-05;MIERCOLES - 05/05/21;MEDAL
1619886481;2021-05-01;SABADO - 01/05/21;MEDAL
1619209526;2021-04-24;RESTO BAR;MEDAL
1618611969;2021-04-17;LONDON INDUMENTARIA - 17/04/21;MEDAL
1617985395;2021-04-10;VINICIUS - 10/04/21;MEDAL
1623486100;2021-04-03;DE PASCUAS / 2° FECHA;MEDAL
1617314227;2021-04-02;DE PASCUAS - 02/04/21;MEDAL
1616788055;2021-03-27;BENSINI ESTETICA VEHICULAR;MEDAL
1616516073;2021-03-24;HOWARD JHONSON - 24/03/21;FOUR BALL AMERICANA
1616180232;2021-03-20;PATO PAMPA / ULTIMOS 18 HOYOS;MEDAL
1615494025;2021-03-19;APERTURA PATO PAMPA;MEDAL
1614965800;2021-03-06;PRE APERTURA / MUNICIPALIDAD VILLA MARIA;MEDAL
1614368101;2021-02-27;CIRCUITO DE VERADO - 27/02/21;MEDAL
1613766781;2021-02-20;CIRCUITO DE VERADO - 20/02/21;MEDAL
1613437978;2021-02-16;COMISION DIRECTIVA - 16/02/21;MEDAL
1613262275;2021-02-15;CARNAVAL / EL CID HOTEL & SPA;MEDAL
1613162422;2021-02-13;CIRCUITO DE VERADO - 13/02/21;MEDAL
192229859;2021-02-06;CIRCUITO DE VERADO - 06/02/21;MEDAL
1611349480;2021-01-23;CIRCUITO DE VERANO 4° FECHA - 23/01/21;MEDAL
1610745238;2021-01-16;CIRCUITO DE VERANO 3° FECHA - 16/01/21;MEDAL
1610126332;2021-01-09;CIRCUITO DE VERANO 2° FECHA - 09/01/21;MEDAL
1609438134;2021-01-02;CIRCUITO DE VERANO 1° FECHA;MEDAL
1608828653;2020-12-26;SABADO - 26/12/20;MEDAL
1608314338;2020-12-19;ITAL - 19/12/20;MEDAL
-1557974372;2020-12-08;MARTES - 08/12/20;MEDAL
1995446706;2020-12-07;LUNES - 07/12/20;MEDAL
1607102202;2020-12-05;SCAUSO S.R.L - 05/12/20;MEDAL
-883511206;2020-11-29;DOMINGO - 29/11/20;FOUR BALL 3/8
-1826985629;2020-11-28;CAMPEONATO POR PAREJAS / ITAL CAFE - 28/11/20;FOUR BALL 3/8
380422017;2020-11-23;LUNES - 23/11/20;MEDAL
1390213038;2020-11-21;CLASIFICATORIO INDIVIDUAL;MEDAL
1605899648;2020-11-21;SABADO - 21/11/20;MEDAL
1605300380;2020-11-14;SABADO - 14/11/20;MEDAL
1604691992;2020-11-07;SABADO - 07/11/20;MEDAL
1604084219;2020-10-31;SABADO - 31/10/20;MEDAL
1603478482;2020-10-24;SABADO - 24/10/20;MEDAL
1602873773;2020-10-17;SABADO - 17/10/20;MEDAL
1602268927;2020-10-10;SABADO - 10/10/20;MEDAL
1601662668;2020-10-03;SABADO - 03/10/20;MEDAL
1601059145;2020-09-26;SABADO - 26/09/20;MEDAL
1600455711;2020-09-19;SABADO - 19/09/20;MEDAL
1599851069;2020-09-12;SABADO - 12/09/20;MEDAL
-1708302003;2020-09-05;SABADO - 05/09/20;MEDAL
1598642045;2020-08-29;SABADO - 29/08/20;MEDAL
1598037109;2020-08-22;SABADO - 22/08/20;MEDAL
-988501057;2020-08-17;LUNES - 17/08/20;MEDAL
-936684860;2020-08-15;SABADO - 15/08/20;MEDAL
-184955376;2020-08-08;SABADO - 08/08/20;MEDAL
